Very bad house	Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.	2025-03-06T18:41:07.558Z	Brussels	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage5	true	true	5	apartment	Baby seat;Breakfast	5	5	628802	Pasha Stavnikov	privet_mir@email.com	https://s3/authorAvatar3	3r8fhuvsdf4q3	Pro	10	-54.2888	-177.1931
Cool Apartment	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-08T18:41:07.561Z	Brussels	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage1	true	true	4	room	Towels;Fridge;Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	4	1	306979	Roman Ivanov	some@email.com	https://s3/authorAvatar4	asdad2334veve	Standart	5	-7.6931	66.581
Very bad house	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-06T18:41:07.562Z	Amsterdam	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage7	false	false	4	house	Laptop friendly workspace;Baby seat;Breakfast	8	2	919073	Pasha Stavnikov	privet_mir@email.com	https://s3/authorAvatar3	veryCoolP{asd	Standart	17	-81.4584	-15.1127
Bye	Volutpat purus erat ultrices augue cras torquent lectus. Suscipit facilisi posuere suscipit ad risus dui ultricies leo. 	2025-03-11T18:41:07.563Z	Cologne	https://s3/photoLink1	https://s3/previewImage4	true	false	3	apartment	Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	2	5	277298	Pasha Stavnikov	privet_mir@email.com	https://s3/authorAvatar4	3r8fhuvsdf4q3	Pro	3	-88.7235	16.2089
Hello	Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	2025-03-10T18:41:07.564Z	Cologne	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage3	false	true	1	room	Baby seat;Breakfast	2	4	362619	Pasha Stavnikov	last_email@example,com	https://s3/authorAvatar4	asdad2334veve	Pro	21	-17.7163	147.2105
Very bad house	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-10T18:41:07.565Z	Brussels	https://s3/photoLink7	https://s3/previewImage4	false	true	3	apartment	Baby seat;Breakfast	6	2	538736	Jojn Doe	john_doe23@example.org	https://s3/authorAvatar4	secretAnother	Standart	4	46.7679	-26.8489
Very bad house	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-09T18:41:07.566Z	Dusseldorf	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5	https://s3/previewImage4	true	false	5	room	Baby seat;Breakfast	5	8	947734	Roman Ivanov	some@email.com	https://s3/authorAvatar3	veryCoolP{asd	Pro	21	12.4567	66.2764
Cool Apartment	Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.	2025-03-09T18:41:07.567Z	Amsterdam	https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage4	false	false	1	room	Laptop friendly workspace;Baby seat;Breakfast	2	7	641622	Pasha Stavnikov	privet_mir@email.com	https://s3/authorAvatar4	3r8fhuvsdf4q3	Standart	5	15.4673	31.6034
Bye	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-05T18:41:07.567Z	Paris	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage5	true	true	2	room	Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	6	9	336317	Pasha Stavnikov	last_email@example,com	https://s3/authorAvatar3	3r8fhuvsdf4q3	Standart	22	-16.1398	-147.7591
Bye	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-09T18:41:07.568Z	Amsterdam	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage6	true	true	2	apartment	Fridge;Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	3	7	361317	Pasha Stavnikov	john_doe23@example.org	https://s3/authorAvatar4	3r8fhuvsdf4q3	Standart	5	-75.5103	-75.0181
Hello	Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.	2025-03-06T18:41:07.569Z	Brussels	https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage3	true	false	1	house	Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	1	9	886535	Roman Ivanov	john_doe23@example.org	https://s3/authorAvatar3	veryCoolP{asd	Pro	25	38.4471	-113.0913
Bye	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-10T18:41:07.571Z	Dusseldorf	https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage2	true	false	3	room	Baby seat;Breakfast	7	6	801509	Roman Ivanov	john_doe23@example.org	https://s3/authorAvatar1	secret123	Standart	6	-32.4272	160.2558
Just a room	Volutpat purus erat ultrices augue cras torquent lectus. Suscipit facilisi posuere suscipit ad risus dui ultricies leo. 	2025-03-08T18:41:07.572Z	Paris	https://s3/photoLink2;https://s3/photoLink3	https://s3/previewImage1	true	false	3	hotel	Breakfast	6	2	999695	Oliver Tree	another_email@example.com	https://s3/authorAvatar2	veryCoolP{asd	Pro	6	-5.9495	99.3884
Cool Apartment	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-09T18:41:07.572Z	Brussels	https://s3/photoLink2;https://s3/photoLink3;https://s3/photoLink4	https://s3/previewImage5	true	false	1	hotel	Breakfast	7	3	522957	Roman Ivanov	another_email@example.com	https://s3/authorAvatar3	veryCoolP{asd	Standart	17	26.3356	160.5197
Bye	Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.	2025-03-07T18:41:07.573Z	Dusseldorf	https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage6	true	false	2	room	Breakfast	4	7	475693	Jojn Doe	some@email.com	https://s3/authorAvatar3	asdad2334veve	Pro	24	-32.5096	-67.6512
Just a room	Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.	2025-03-07T18:41:07.574Z	Dusseldorf	https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6	https://s3/previewImage4	false	true	4	apartment	Towels;Fridge;Air conditioning	4	2	237870	Pasha Stavnikov	privet_mir@email.com	https://s3/authorAvatar2	veryCoolP{asd	Standart	14	-12.992	84.7039
Cool Apartment	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-05T18:41:07.575Z	Cologne	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage6	false	false	5	room	Baby seat;Breakfast	6	10	98086	Jojn Doe	john_doe23@example.org	https://s3/authorAvatar4	asdad2334veve	Pro	20	0.3921	-158.5512
Cool Apartment	Volutpat purus erat ultrices augue cras torquent lectus. Suscipit facilisi posuere suscipit ad risus dui ultricies leo. 	2025-03-08T18:41:07.576Z	Brussels	https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage2	false	true	4	house	Baby seat;Breakfast	1	5	180197	Jojn Doe	some@email.com	https://s3/authorAvatar2	asdad2334veve	Pro	5	-28.6316	-28.4082
Bye	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-06T18:41:07.577Z	Brussels	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage4	false	true	1	apartment	Laptop friendly workspace;Baby seat;Breakfast	2	7	997262	Roman Ivanov	john_doe23@example.org	https://s3/authorAvatar4	veryCoolP{asd	Standart	20	-21.1653	179.8268
Bye	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-10T18:41:07.578Z	Hamburg	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage2	false	true	2	room	Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	3	1	347516	Oliver Tree	another_email@example.com	https://s3/authorAvatar1	veryCoolP{asd	Pro	22	5.8992	-47.1597
Bye	Volutpat purus erat ultrices augue cras torquent lectus. Suscipit facilisi posuere suscipit ad risus dui ultricies leo. 	2025-03-07T18:41:07.579Z	Amsterdam	https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage4	false	false	3	house	Baby seat;Breakfast	4	8	39402	Pasha Stavnikov	some@email.com	https://s3/authorAvatar2	veryCoolP{asd	Standart	21	55.9053	-68.4048
Just a room	Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	2025-03-09T18:41:07.580Z	Paris	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage6	false	true	4	house	Laptop friendly workspace;Baby seat;Breakfast	6	8	181321	Pasha Stavnikov	privet_mir@email.com	https://s3/authorAvatar2	veryCoolP{asd	Pro	14	17.9267	-153.35
Just a room	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-09T18:41:07.580Z	Cologne	https://s3/photoLink2;https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6	https://s3/previewImage6	false	true	3	apartment	Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	1	4	918128	Roman Ivanov	privet_mir@email.com	https://s3/authorAvatar2	secretAnother	Pro	23	31.3783	52.495
Cool Apartment	Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	2025-03-07T18:41:07.581Z	Dusseldorf	https://s3/photoLink2;https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5	https://s3/previewImage4	false	true	2	apartment	Washer;Towels;Fridge;Air conditioning;Laptop friendly workspace	8	3	542148	Jojn Doe	last_email@example,com	https://s3/authorAvatar4	secretAnother	Standart	15	77.2686	-74.9484
Bye	Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.	2025-03-11T18:41:07.582Z	Brussels	https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage3	false	false	2	house	Towels;Fridge;Air conditioning	4	7	405218	Oliver Tree	some@email.com	https://s3/authorAvatar3	asdad2334veve	Standart	6	29.8646	166.5263
Cool Apartment	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-09T18:41:07.582Z	Brussels	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage2	false	true	4	room	Laptop friendly workspace;Baby seat;Breakfast	6	2	896383	Roman Ivanov	another_email@example.com	https://s3/authorAvatar3	veryCoolP{asd	Pro	4	-20.6511	100.2147
Cool Apartment	Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	2025-03-08T18:41:07.583Z	Hamburg	https://s3/photoLink7	https://s3/previewImage1	false	false	4	room	Washer;Towels;Fridge;Air conditioning	8	6	972401	Jojn Doe	another_email@example.com	https://s3/authorAvatar3	veryCoolP{asd	Standart	3	47.8559	-157.8081
Cool Apartment	Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	2025-03-07T18:41:07.584Z	Cologne	https://s3/photoLink2	https://s3/previewImage5	false	true	2	room	Baby seat;Breakfast	6	9	144418	Bober Sidyachii	another_email@example.com	https://s3/authorAvatar4	veryCoolP{asd	Standart	3	-75.0062	-130.9784
Hello	Volutpat purus erat ultrices augue cras torquent lectus. Suscipit facilisi posuere suscipit ad risus dui ultricies leo. 	2025-03-11T18:41:07.585Z	Dusseldorf	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage1	true	false	2	house	Laptop friendly workspace;Baby seat;Breakfast	7	3	776283	Roman Ivanov	john_doe23@example.org	https://s3/authorAvatar3	secretAnother	Standart	18	22.3638	112.6821
Very bad house	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-05T18:41:07.586Z	Brussels	https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage3	false	true	1	room	Towels;Fridge;Air conditioning;Laptop friendly workspace;Baby seat	3	4	540970	Pasha Stavnikov	privet_mir@email.com	https://s3/authorAvatar4	secretAnother	Pro	20	-3.7127	-71.607
Very bad house	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-07T18:41:07.586Z	Amsterdam	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage6	true	true	5	house	Towels;Fridge;Air conditioning;Laptop friendly workspace;Baby seat	3	1	890649	Oliver Tree	another_email@example.com	https://s3/authorAvatar2	veryCoolP{asd	Standart	22	75.0755	-69.4626
Bye	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-11T18:41:07.587Z	Paris	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage6	true	true	4	room	Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	6	6	255909	Bober Sidyachii	another_email@example.com	https://s3/authorAvatar2	3r8fhuvsdf4q3	Pro	25	44.6918	83.2779
Bye	Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	2025-03-10T18:41:07.588Z	Cologne	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage4	false	true	2	hotel	Baby seat;Breakfast	3	7	711353	Oliver Tree	another_email@example.com	https://s3/authorAvatar5	veryCoolP{asd	Pro	4	-24.0836	-30.1404
Very bad house	Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.	2025-03-10T18:41:07.589Z	Dusseldorf	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage6	true	false	2	room	Fridge;Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	1	5	325220	Pasha Stavnikov	john_doe23@example.org	https://s3/authorAvatar5	3r8fhuvsdf4q3	Pro	20	-54.9172	-59.554
Bye	Volutpat purus erat ultrices augue cras torquent lectus. Suscipit facilisi posuere suscipit ad risus dui ultricies leo. 	2025-03-10T18:41:07.590Z	Amsterdam	https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage1	false	true	5	hotel	Towels;Fridge;Air conditioning;Laptop friendly workspace	7	4	221647	Pasha Stavnikov	privet_mir@email.com	https://s3/authorAvatar4	asdad2334veve	Pro	22	44.8278	-128.5604
Bye	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-09T18:41:07.591Z	Cologne	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage3	true	false	4	room	Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	6	5	375042	Roman Ivanov	another_email@example.com	https://s3/authorAvatar5	asdad2334veve	Standart	22	-79.5363	-178.5654
Bye	Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.	2025-03-07T18:41:07.591Z	Hamburg	https://s3/photoLink1	https://s3/previewImage6	false	false	3	house	Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	1	3	991969	Pasha Stavnikov	another_email@example.com	https://s3/authorAvatar2	secretAnother	Standart	25	-46.9516	-14.3671
Cool Apartment	Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.	2025-03-06T18:41:07.592Z	Hamburg	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage4	true	true	5	hotel	Towels	8	7	703562	Pasha Stavnikov	another_email@example.com	https://s3/authorAvatar3	asdad2334veve	Pro	0	34.9181	-108.0862
Very bad house	Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.	2025-03-11T18:41:07.593Z	Paris	https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage2	false	false	4	apartment	Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	2	1	302242	Oliver Tree	another_email@example.com	https://s3/authorAvatar3	secret123	Standart	6	-78.9244	77.2778
Just a room	Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	2025-03-07T18:41:07.593Z	Paris	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage2	false	true	5	house	Towels;Fridge;Air conditioning;Laptop friendly workspace;Baby seat	1	9	268101	Pasha Stavnikov	privet_mir@email.com	https://s3/authorAvatar5	veryCoolP{asd	Pro	21	-53.383	73.517
Cool Apartment	Volutpat purus erat ultrices augue cras torquent lectus. Suscipit facilisi posuere suscipit ad risus dui ultricies leo. 	2025-03-07T18:41:07.594Z	Cologne	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6	https://s3/previewImage5	false	false	5	room	Fridge;Air conditioning;Laptop friendly workspace	5	5	665968	Oliver Tree	another_email@example.com	https://s3/authorAvatar2	3r8fhuvsdf4q3	Pro	3	-23.3373	91.1693
Bye	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-07T18:41:07.594Z	Brussels	https://s3/photoLink7	https://s3/previewImage6	false	true	1	room	Fridge;Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	5	3	184298	Pasha Stavnikov	privet_mir@email.com	https://s3/authorAvatar3	3r8fhuvsdf4q3	Standart	5	-86.8529	-137.6107
Very bad house	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-07T18:41:07.595Z	Brussels	https://s3/photoLink2;https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5	https://s3/previewImage2	false	true	3	house	Baby seat;Breakfast	1	8	636542	Pasha Stavnikov	last_email@example,com	https://s3/authorAvatar2	3r8fhuvsdf4q3	Standart	15	83.2669	-109.5239
Hello	Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.	2025-03-10T18:41:07.596Z	Cologne	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage6	false	false	2	house	Laptop friendly workspace;Baby seat;Breakfast	6	2	236570	Pasha Stavnikov	some@email.com	https://s3/authorAvatar2	asdad2334veve	Pro	18	-63.5841	22.0021
Bye	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-10T18:41:07.596Z	Amsterdam	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5	https://s3/previewImage3	true	false	5	room	Air conditioning;Laptop friendly workspace;Baby seat	8	5	736168	Jojn Doe	john_doe23@example.org	https://s3/authorAvatar3	veryCoolP{asd	Standart	24	-9.2572	176.2415
Just a room	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-05T18:41:07.597Z	Dusseldorf	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage7	false	false	1	hotel	Laptop friendly workspace;Baby seat;Breakfast	3	3	943179	Roman Ivanov	john_doe23@example.org	https://s3/authorAvatar4	asdad2334veve	Standart	12	-66.6809	169.7533
Very bad house	Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	2025-03-07T18:41:07.598Z	Amsterdam	https://s3/photoLink4;https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage6	false	true	3	hotel	Fridge;Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	4	1	989238	Jojn Doe	another_email@example.com	https://s3/authorAvatar3	3r8fhuvsdf4q3	Pro	20	-65.0005	5.7143
Hello	Volutpat purus erat ultrices augue cras torquent lectus. Suscipit facilisi posuere suscipit ad risus dui ultricies leo. 	2025-03-05T18:41:07.598Z	Brussels	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5	https://s3/previewImage6	true	false	4	hotel	Air conditioning;Laptop friendly workspace;Baby seat	5	10	676752	Oliver Tree	another_email@example.com	https://s3/authorAvatar4	asdad2334veve	Pro	13	39.1164	65.0193
Just a room	Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	2025-03-10T18:41:07.599Z	Cologne	https://s3/photoLink3;https://s3/photoLink4;https://s3/photoLink5	https://s3/previewImage3	true	true	3	house	Laptop friendly workspace;Baby seat;Breakfast	4	7	5797	Pasha Stavnikov	some@email.com	https://s3/authorAvatar3	secretAnother	Standart	7	0.2774	-51.5312
Just a room	Tristique dignissim litora bibendum suscipit nam suspendisse arcu habitasse.	2025-03-08T18:41:07.599Z	Dusseldorf	https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage2	true	false	4	apartment	Fridge;Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	6	4	986702	Bober Sidyachii	another_email@example.com	https://s3/authorAvatar3	asdad2334veve	Pro	7	-74.9998	-96.6174
Cool Apartment	Volutpat purus erat ultrices augue cras torquent lectus. Suscipit facilisi posuere suscipit ad risus dui ultricies leo. 	2025-03-10T18:41:07.600Z	Amsterdam	https://s3/photoLink5;https://s3/photoLink6;https://s3/photoLink7	https://s3/previewImage4	true	false	3	apartment	Towels;Fridge;Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	5	7	425526	Bober Sidyachii	privet_mir@email.com	https://s3/authorAvatar4	3r8fhuvsdf4q3	Pro	8	69.0307	-21.5948
Hello	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	2025-03-09T18:41:07.601Z	Amsterdam	https://s3/photoLink2;https://s3/photoLink3	https://s3/previewImage4	false	false	5	room	Breakfast	5	1	997142	Roman Ivanov	john_doe23@example.org	https://s3/authorAvatar5	3r8fhuvsdf4q3	Pro	9	81.9652	70.0389
Very bad house	Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.	2025-03-09T18:41:07.601Z	Cologne	https://s3/photoLink7	https://s3/previewImage5	true	true	3	apartment	Air conditioning;Laptop friendly workspace;Baby seat;Breakfast	8	4	607362	Jojn Doe	last_email@example,com	https://s3/authorAvatar3	3r8fhuvsdf4q3	Pro	23	77.4176	-103.7485
